,Pair,Long Short Band,Foil Decay Band,Leverage,Gross return %,Net return %,Borrow paid ($),Max drawdown %,Worst day %,Trades,Rate source,Shares available,Borrow rate (used) %,Breakeven borrow rate % (annualized),Min margin cushion ($),Stopped,De-risks
69,UPRO / SPY,0.05,0.075,3,8.367935488166246,7.796573552227676,57.136193593856994,-1.221292802808528,-1.221292802808528,176,live,800000,0.8934,13.084374535463429,2036.2295100890824,False,0
70,UPRO / SPY,0.05,0.1,3,8.104603349576914,7.53558189248265,56.902145709426364,-1.221292802808528,-1.221292802808528,175,live,800000,0.8934,12.724744457769233,1924.4729660606145,False,0
71,UPRO / SPY,0.05,0.015,3,8.038205784538112,7.473840490511395,56.43652940267166,-1.221292802808528,-1.221292802808528,256,live,800000,0.8934,12.724618476568352,2468.3623335254506,False,0
72,UPRO / SPY,0.075,0.01,3,8.062060865663154,7.498111072805849,56.39497928573066,-1.221292802808528,-1.221292802808528,324,live,800000,0.8934,12.771784418769764,2468.3623335254506,False,0
73,UPRO / SPY,0.075,0.025,3,8.198428910200189,7.6329332386084845,56.54956715917035,-1.2212928028085275,-1.2212928028085275,169,live,800000,0.8934,12.952312026998477,2416.3624387429354,False,0
74,UPRO / SPY,0.075,0.05,3,8.348442867566304,7.780457544850022,56.798532271628154,-1.2212928028085275,-1.2212928028085275,130,live,800000,0.8934,13.131499282789335,2189.919215855509,False,0
75,UPRO / SPY,0.075,0.075,3,8.236437362240205,7.665075426301633,57.136193593856994,-1.221292802808528,-1.221292802808528,120,live,800000,0.8934,12.878759813318275,2036.813146143446,False,0
76,UPRO / SPY,0.075,0.1,3,8.054963882147565,7.4859424250533015,56.90214570942638,-1.221292802808528,-1.221292802808528,118,live,800000,0.8934,12.646807326140062,1925.540607363957,False,0
77,UPRO / SPY,0.075,0.015,3,8.038205784538112,7.473840490511395,56.43652940267166,-1.221292802808528,-1.221292802808528,256,live,800000,0.8934,12.724618476568352,2468.3623335254506,False,0
78,UPRO / SPY,0.1,0.01,3,8.062060865663154,7.498111072805849,56.39497928573066,-1.221292802808528,-1.221292802808528,324,live,800000,0.8934,12.771784418769764,2468.3623335254506,False,0
79,UPRO / SPY,0.1,0.025,3,8.198428910200189,7.6329332386084845,56.54956715917035,-1.2212928028085275,-1.2212928028085275,169,live,800000,0.8934,12.952312026998477,2416.3624387429354,False,0
80,UPRO / SPY,0.1,0.05,3,8.24760861833804,7.679623295621759,56.798532271628154,-1.221292802808528,-1.221292802808528,79,live,800000,0.8934,12.972894271959628,2290.5468859671582,False,0
81,UPRO / SPY,0.1,0.075,3,8.21823942119669,7.646877485258122,57.13619359385701,-1.221292802808528,-1.221292802808528,92,live,800000,0.8934,12.850304924209208,2038.6821610642837,False,0
82,UPRO / SPY,0.1,0.1,3,8.402512097576107,7.833490640481846,56.902145709426364,-1.221292802808528,-1.221292802808528,85,live,800000,0.8934,13.19248020330965,1922.1274233314361,False,0
83,UPRO / SPY,0.1,0.015,3,8.038205784538112,7.473840490511395,56.43652940267166,-1.221292802808528,-1.221292802808528,256,live,800000,0.8934,12.724618476568352,2468.3623335254506,False,0
84,UDOW / DIA,0.005,0.01,3,6.997102584959795,5.499384402848405,149.771818211139,-0.37125437092704416,-0.3510893146033243,450,live,200000,2.3721,11.082076214354604,2443.017501210802,False,0
85,UDOW / DIA,0.005,0.025,3,6.993535108888301,5.495580480593733,149.79546282945668,-0.37125437092704416,-0.34892428964982286,451,live,200000,2.3721,11.074677642727414,2346.268680901707,False,0
86,UDOW / DIA,0.005,0.05,3,7.039214936745167,5.5355114251893625,150.3703511555805,-0.37125437092704433,-0.35891484244480465,455,live,200000,2.3721,11.10439765760531,2149.941610599524,False,0
87,UDOW / DIA,0.005,0.075,3,7.029348019907582,5.521238363975084,150.81096559324973,-0.37125437092704416,-0.34892428964982286,451,live,200000,2.3721,11.05643503602706,1982.4343337437176,False,0
88,UDOW / DIA,0.005,0.1,3,7.134182497397499,5.614519243472796,151.96632539247037,-0.371254370927044,-0.34892428964982286,455,live,200000,2.3721,11.13601599457713,1794.2217311395852,False,0
89,UDOW / DIA,0.005,0.015,3,7.004078025143539,5.5063915335211595,149.76864916223786,-0.3712543709270441,-0.3481359086526851,450,live,200000,2.3721,11.09335870783298,2443.017501210802,False,0
90,UDOW / DIA,0.0075,0.01,3,6.9886604432831385,5.490942261171748,149.771818211139,-0.37125437092704416,-0.3510893146033243,436,live,200000,2.3721,11.068705471774068,2443.017501210802,False,0
91,UDOW / DIA,0.0075,0.025,3,6.984684166842928,5.486729538548361,149.79546282945668,-0.37125437092704416,-0.34892428964982286,436,live,200000,2.3721,11.060661651034975,2346.268680901707,False,0
92,UDOW / DIA,0.0075,0.05,3,7.028453382641925,5.5247498710861205,150.3703511555805,-0.37125437092704433,-0.35891484244480465,436,live,200000,2.3721,11.087421250825566,2149.7873036962865,False,0
93,UDOW / DIA,0.0075,0.075,3,7.024650643401889,5.516540987469392,150.81096559324973,-0.371254370927044,-0.34892428964982286,434,live,200000,2.3721,11.049046550206205,1982.2800268404799,False,0
94,UDOW / DIA,0.0075,0.1,3,7.126876322382296,5.607213068457593,151.96632539247037,-0.37125437092704416,-0.34892428964982286,435,live,200000,2.3721,11.124611508939406,1794.1782052843992,False,0
95,UDOW / DIA,0.0075,0.015,3,7.000256502361814,5.502570010739435,149.76864916223786,-0.3712543709270441,-0.3481359086526851,435,live,200000,2.3721,11.087306016404408,2443.017501210802,False,0
96,UDOW / DIA,0.01,0.01,3,7.00749430636818,5.509776124256789,149.771818211139,-0.37125437092704416,-0.3510893146033243,411,live,200000,2.3721,11.098534719464075,2443.017501210802,False,0
97,UDOW / DIA,0.01,0.025,3,7.009547193702599,5.511592565408032,149.79546282945668,-0.37125437092704416,-0.34892428964982286,408,live,200000,2.3721,11.100033728733331,2346.268680901707,False,0
98,UDOW / DIA,0.01,0.05,3,7.033680995209012,5.529977483653207,150.3703511555805,-0.37125437092704433,-0.35891484244480465,412,live,200000,2.3721,11.095667836455707,2149.7873036962865,False,0
99,UDOW / DIA,0.01,0.075,3,7.0236841003235835,5.515574444391086,150.81096559324973,-0.37125437092704416,-0.34892428964982286,407,live,200000,2.3721,11.047526278237234,1981.9567214789076,False,0
100,UDOW / DIA,0.01,0.1,3,7.133253311617111,5.613590057692407,151.96632539247037,-0.37125437092704416,-0.34892428964982286,409,live,200000,2.3721,11.134565593256987,1793.8383719190042,False,0
101,UDOW / DIA,0.01,0.015,3,7.017708957317646,5.520022465695267,149.76864916223786,-0.3712543709270441,-0.3481359086526851,412,live,200000,2.3721,11.114947961919908,2443.017501210802,False,0
102,UDOW / DIA,0.025,0.01,3,6.958071078595039,5.460352896483649,149.771818211139,-0.3718807024142985,-0.35160750382199357,333,live,200000,2.3721,11.020257751206007,2464.678444004935,False,0
103,UDOW / DIA,0.025,0.025,3,6.99632304193801,5.498368413643443,149.79546282945668,-0.37188070241429855,-0.34892428964982286,309,live,200000,2.3721,11.079092500068418,2346.8610419831693,False,0
104,UDOW / DIA,0.025,0.05,3,7.068792299246041,5.565088787690236,150.3703511555805,-0.37188070241429855,-0.35891484244480465,305,live,200000,2.3721,11.151056098613891,2150.37966477775,False,0
105,UDOW / DIA,0.025,0.075,3,7.105265167542715,5.597155511610218,150.81096559324973,-0.37188070241429866,-0.34892428964982286,302,live,200000,2.3721,11.175844831725207,1982.4232298084462,False,0
106,UDOW / DIA,0.025,0.1,3,7.179197818812019,5.6595345648873145,151.96632539247037,-0.37188070241429855,-0.34892428964982286,304,live,200000,2.3721,11.20628211679309,1795.2042647964718,False,0
107,UDOW / DIA,0.025,0.015,3,7.0670746794063755,5.569388187783997,149.76864916223786,-0.37188070241429855,-0.3481359086526851,311,live,200000,2.3721,11.193135506524001,2450.8274539038175,False,0
108,UDOW / DIA,0.05,0.01,3,6.958071078595039,5.460352896483649,149.771818211139,-0.3718807024142985,-0.35160750382199357,333,live,200000,2.3721,11.020257751206007,2464.678444004935,False,0
109,UDOW / DIA,0.05,0.025,3,7.299053519758179,5.801098891463612,149.79546282945668,-0.37188070241429855,-0.3489907662412389,157,live,200000,2.3721,11.558484167127647,2350.178398097514,False,0
110,UDOW / DIA,0.05,0.05,3,7.274601815794666,5.7708983042388615,150.3703511555805,-0.37188070241429855,-0.3604370644194387,172,live,200000,2.3721,11.475721666296097,2194.013331529656,False,0
111,UDOW / DIA,0.05,0.075,3,7.413105660750871,5.904996004818374,150.8109655932497,-0.37188070241429866,-0.3489907662412395,154,live,200000,2.3721,11.660045984517076,2020.7386589503294,False,0
112,UDOW / DIA,0.05,0.1,3,7.520428907029694,6.000765653104991,151.96632539247034,-0.37188070241429855,-0.34899076624123837,158,live,200000,2.3721,11.738922662170951,1792.3957703939795,False,0
113,UDOW / DIA,0.05,0.015,3,7.253246209511212,5.7555597178888345,149.76864916223786,-0.37188070241429855,-0.3481359086526851,252,live,200000,2.3721,11.488001948220553,2464.678444004935,False,0
114,UDOW / DIA,0.075,0.01,3,6.958071078595039,5.460352896483649,149.771818211139,-0.3718807024142985,-0.35160750382199357,333,live,200000,2.3721,11.020257751206007,2464.678444004935,False,0
